season,league,draft_id,rounds,username,manager,current_member,round,pick_in_round,overall,player,pos,nfl_team
2024,main,1048309365154910209,16,Team 7,,N,16,9,189,K. Herbert,RB,CHI
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,16,10,190,I. Likely,TE,BAL
2024,main,1048309365154910209,16,Team 3,,N,16,11,191,J. Myers,K,SEA
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,16,12,192,G. Dulcich,TE,DEN
2025,main,1209236378332712960,16,npd312,Nick,Y,1,1,1,J. Chase,WR,CIN
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,1,2,2,B. Robinson,RB,ATL
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,1,3,3,S. Barkley,RB,PHI
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,1,4,4,J. Jefferson,WR,MIN
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,1,5,5,C. Lamb,WR,DAL
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,1,6,6,J. Gibbs,RB,DET
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,1,7,7,D. Henry,RB,BAL
2025,main,1209236378332712960,16,cmmont13,Colin,Y,1,8,8,M. Nabers,WR,NYG
2025,main,1209236378332712960,16,gregdani612,Greg,Y,1,9,9,P. Nacua,WR,LAR
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,1,10,10,C. McCaffrey,RB,SF
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,1,11,11,A. St. Brown,WR,DET
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,1,12,12,A. Jeanty,RB,LV
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,2,1,13,N. Collins,WR,HOU
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,2,2,14,D. Achane,RB,MIA
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,2,3,15,J. Jacobs,RB,GB
2025,main,1209236378332712960,16,gregdani612,Greg,Y,2,4,16,B. Thomas,WR,JAX
2025,main,1209236378332712960,16,cmmont13,Colin,Y,2,5,17,B. Bowers,TE,LV
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,2,6,18,D. London,WR,ATL
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,2,7,19,L. McConkey,WR,LAC
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,2,8,20,A. Brown,WR,PHI
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,2,9,21,J. Taylor,RB,IND
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,2,10,22,B. Irving,RB,TB
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,2,11,23,T. Hill,WR,MIA
2025,main,1209236378332712960,16,npd312,Nick,Y,2,12,24,C. Brown,RB,CIN
2025,main,1209236378332712960,16,npd312,Nick,Y,3,1,25,J. Allen,QB,BUF
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,3,2,26,J. Cook,RB,BUF
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,3,3,27,L. Jackson,QB,BAL
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,3,4,28,K. Williams,RB,LAR
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,3,5,29,B. Hall,RB,NYJ
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,3,6,30,J. Smith-Njigba,WR,SEA
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,3,7,31,T. McBride,TE,ARI
2025,main,1209236378332712960,16,cmmont13,Colin,Y,3,8,32,O. Hampton,RB,LAC
2025,main,1209236378332712960,16,gregdani612,Greg,Y,3,9,33,J. Daniels,QB,WAS
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,3,10,34,T. Higgins,WR,CIN
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,3,11,35,J. Burrow,QB,CIN
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,3,12,36,A. Kamara,RB,NO
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,4,1,37,T. McLaurin,WR,WAS
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,4,2,38,M. Evans,WR,TB
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,4,3,39,J. Hurts,QB,PHI
2025,main,1209236378332712960,16,gregdani612,Greg,Y,4,4,40,K. Walker,RB,SEA
2025,main,1209236378332712960,16,cmmont13,Colin,Y,4,5,41,M. Harrison,WR,ARI
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,4,6,42,G. Wilson,WR,NYJ
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,4,7,43,C. Hubbard,RB,CAR
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,4,8,44,T. Henderson,RB,NE
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,4,9,45,D. Adams,WR,LAR
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,4,10,46,D. Metcalf,WR,PIT
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,4,11,47,J. Conner,RB,ARI
2025,main,1209236378332712960,16,npd312,Nick,Y,4,12,48,D. Smith,WR,PHI
2025,main,1209236378332712960,16,npd312,Nick,Y,5,1,49,G. Kittle,TE,SF
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,5,2,50,T. Kelce,TE,KC
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,5,3,51,C. Sutton,WR,DEN
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,5,4,52,X. Worthy,WR,KC
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,5,5,53,Z. Flowers,WR,BAL
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,5,6,54,D. Moore,WR,CHI
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,5,7,55,P. Mahomes,QB,KC
2025,main,1209236378332712960,16,cmmont13,Colin,Y,5,8,56,T. McMillan,WR,CAR
2025,main,1209236378332712960,16,gregdani612,Greg,Y,5,9,57,D. Montgomery,RB,DET
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,5,10,58,G. Pickens,WR,DAL
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,5,11,59,I. Pacheco,RB,KC
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,5,12,60,J. Jeudy,WR,CLE
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,6,1,61,R. Harvey,RB,DEN
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,6,2,62,J. Williams,WR,DET
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,6,3,63,T. Hunter,WR,JAX
2025,main,1209236378332712960,16,gregdani612,Greg,Y,6,4,64,D. Swift,RB,CHI
2025,main,1209236378332712960,16,cmmont13,Colin,Y,6,5,65,A. Jones,RB,MIN
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,6,6,66,T. Pollard,RB,TEN
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,6,7,67,S. LaPorta,TE,DET
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,6,8,68,J. Waddle,WR,MIA
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,6,9,69,T. Hockenson,TE,MIN
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,6,10,70,C. Ridley,WR,TEN
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,6,11,71,B. Nix,QB,DEN
2025,main,1209236378332712960,16,npd312,Nick,Y,6,12,72,R. Odunze,WR,CHI
2025,main,1209236378332712960,16,npd312,Nick,Y,7,1,73,K. Johnson,RB,PIT
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,7,2,74,C. Olave,WR,NO
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,7,3,75,E. Engram,TE,DEN
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,7,4,76,M. Golden,WR,GB
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,7,5,77,E. Egbuka,WR,TB
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,7,6,78,B. Mayfield,QB,TB
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,7,7,79,S. Diggs,WR,NE
2025,main,1209236378332712960,16,cmmont13,Colin,Y,7,8,80,R. Pearsall,WR,SF
2025,main,1209236378332712960,16,gregdani612,Greg,Y,7,9,81,M. Andrews,TE,BAL
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,7,10,82,R. Rice,WR,KC
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,7,11,83,D. Njoku,TE,CLE
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,7,12,84,T. Warren,TE,IND
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,8,1,85,K. Murray,QB,ARI
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,8,2,86,J. Meyers,WR,LV
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,8,3,87,J. Jennings,WR,SF
2025,main,1209236378332712960,16,gregdani612,Greg,Y,8,4,88,D. Samuel,WR,WAS
2025,main,1209236378332712960,16,cmmont13,Colin,Y,8,5,89,T. Tracy,RB,NYG
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,8,6,90,J. Warren,RB,PIT
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,8,7,91,K. Shakir,WR,BUF
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,8,8,92,C. Skattebo,RB,NYG
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,8,9,93,J. Mason,RB,MIN
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,8,10,94,C. Kupp,WR,SEA
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,8,11,95,J. Mixon,RB,HOU
2025,main,1209236378332712960,16,npd312,Nick,Y,8,12,96,Q. Judkins,RB,CLE
2025,main,1209236378332712960,16,npd312,Nick,Y,9,1,97,J. Downs,WR,IND
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,9,2,98,K. Pitts,TE,ATL
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,9,3,99,T. Etienne,RB,JAX
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,9,4,100,D. Prescott,QB,DAL
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,9,5,101,B. Purdy,QB,SF
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,9,6,102,J. Dobbins,RB,DEN
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,9,7,103,J. Williams,RB,DAL
2025,main,1209236378332712960,16,cmmont13,Colin,Y,9,8,104,D. Maye,QB,NE
2025,main,1209236378332712960,16,gregdani612,Greg,Y,9,9,105,N. Chubb,RB,HOU
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,9,10,106,Z. Charbonnet,RB,SEA
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,9,11,107,M. Pittman,WR,IND
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,9,12,108,C. Godwin,WR,TB
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,10,1,109,A. Ekeler,RB,WAS
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,10,2,110,J. Croskey-Merritt,RB,WAS
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,10,3,111,T. Kraft,TE,GB
2025,main,1209236378332712960,16,gregdani612,Greg,Y,10,4,112,K. Coleman,WR,BUF
2025,main,1209236378332712960,16,cmmont13,Colin,Y,10,5,113,J. Higgins,WR,HOU
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,10,6,114,J. Addison,WR,MIN
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,10,7,115,T. Bigsby,RB,JAX
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,10,8,116,D. Kincaid,TE,BUF
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,10,9,117,C. Loveland,TE,CHI
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,10,10,118,B. Aubrey,K,DAL
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,10,11,119,K. Allen,WR,LAC
2025,main,1209236378332712960,16,npd312,Nick,Y,10,12,120,J. Blue,RB,DAL
2025,main,1209236378332712960,16,npd312,Nick,Y,11,1,121,D. Mooney,WR,ATL
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,11,2,122,N. Harris,RB,LAC
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,11,3,123,R. Stevenson,RB,NE
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,11,4,124,M. Mims,WR,DEN
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,11,5,125,J. Ferguson,TE,DAL
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,11,6,126,B. Aiyuk,WR,SF
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,11,7,127,J. Reed,WR,GB
2025,main,1209236378332712960,16,cmmont13,Colin,Y,11,8,128,T. Benson,RB,ARI
2025,main,1209236378332712960,16,gregdani612,Greg,Y,11,9,129,J. Love,QB,GB
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,11,10,130,B. Allen,RB,NYJ
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,11,11,131,C. Kirk,WR,HOU
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,11,12,132,D. Goedert,TE,PHI
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,12,1,133,C. Stroud,QB,HOU
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,12,2,134,Z. Ertz,TE,WAS
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,12,3,135,R. Shaheed,WR,NO
2025,main,1209236378332712960,16,gregdani612,Greg,Y,12,4,136,B. Robinson,RB,SF
2025,main,1209236378332712960,16,cmmont13,Colin,Y,12,5,137,J. McCarthy,QB,MIN
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,12,6,138,L. Burden,WR,CHI
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,12,7,139,H. Brown,WR,KC
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,12,8,140,B. Tuten,RB,JAX
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,12,9,141,T. Harris,WR,LAC
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,12,10,142,J. Herbert,QB,LAC
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,12,11,143,J. Fields,QB,NYJ
2025,main,1209236378332712960,16,npd312,Nick,Y,12,12,144,D. Sampson,RB,CLE
2025,main,1209236378332712960,16,npd312,Nick,Y,13,1,145,C. Williams,QB,CHI
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,13,2,146,C. Boswell,K,PIT
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,13,3,147,A. Thielen,WR,MIN
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,13,4,148,C. Dicker,K,LAC
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,13,5,149,J. Bates,K,DET
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,13,6,150,C. McLaughlin,K,TB
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,13,7,151,J. Ford,RB,CLE
2025,main,1209236378332712960,16,cmmont13,Colin,Y,13,8,152,J. Elliott,K,PHI
2025,main,1209236378332712960,16,gregdani612,Greg,Y,13,9,153,H. Butker,K,KC
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,13,10,154,J. Goff,QB,DET
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,13,11,155,E. McPherson,K,CIN
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,13,12,156,R. Bateman,WR,BAL
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,14,1,157,K. Fairbairn,K,HOU
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,14,2,158,J. Palmer,WR,BUF
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,14,3,159,O. Gordon,RB,MIA
2025,main,1209236378332712960,16,gregdani612,Greg,Y,14,4,160,C. Okonkwo,TE,TEN
2025,main,1209236378332712960,16,cmmont13,Colin,Y,14,5,161,H. Henry,TE,NE
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,14,6,162,T. Lawrence,QB,JAX
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,14,7,163,J. Smith,TE,PIT
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,14,8,164,K. Williams,WR,NE
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,14,9,165,M. Penix,QB,ATL
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,14,10,166,M. Gesicki,TE,CIN
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,14,11,167,X. Legette,WR,CAR
2025,main,1209236378332712960,16,npd312,Nick,Y,14,12,168,T. Bass,K,BUF
2025,main,1209236378332712960,16,npd312,Nick,Y,15,1,169,B. Strange,TE,JAX
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,15,2,170,T. Allgeier,RB,ATL
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,15,3,171,R. White,RB,TB
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,15,4,172,E. Ayomanor,WR,TEN
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,15,5,173,M. Stafford,QB,LAR
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,15,6,174,B. Young,QB,CAR
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,15,7,175,C. Otton,TE,TB
2025,main,1209236378332712960,16,cmmont13,Colin,Y,15,8,176,A. Mitchell,WR,IND
2025,main,1209236378332712960,16,gregdani612,Greg,Y,15,9,177,C. Ward,QB,TEN
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,15,10,178,I. TeSlaa,WR,DET
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,15,11,179,C. Tillman,WR,CLE
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,15,12,180,D. Douglas,WR,NE
2025,main,1209236378332712960,16,tyleranderson8,Tyler,Y,16,1,181,R. Mostert,RB,LV
2025,main,1209236378332712960,16,BigBallsKaiden,Kaiden,Y,16,2,182,G. Smith,QB,LV
2025,main,1209236378332712960,16,AsaArnold,Asa,Y,16,3,183,C. Little,K,JAX
2025,main,1209236378332712960,16,gregdani612,Greg,Y,16,4,184,K. Hunt,RB,KC
2025,main,1209236378332712960,16,cmmont13,Colin,Y,16,5,185,K. Mumpfield,WR,LAR
2025,main,1209236378332712960,16,josekhgreen,Joseph,Y,16,6,186,T. Spears,RB,TEN
2025,main,1209236378332712960,16,RyanAnderson25,Ryan,Y,16,7,187,W. Robinson,WR,NYG
2025,main,1209236378332712960,16,nathanawright24,Nathan,Y,16,8,188,W. Marks,RB,HOU
2025,main,1209236378332712960,16,Sawftwars1,Jayden,Y,16,9,189,J. Coker,WR,CAR
2025,main,1209236378332712960,16,Cailenmh,Cailen,Y,16,10,190,D. Thornton,WR,LV
2025,main,1209236378332712960,16,itsssssDylan,Dylan,Y,16,11,191,A. Cooper,WR,LV
2025,main,1209236378332712960,16,npd312,Nick,Y,16,12,192,P. Bryant,WR,DEN
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,1,1,1,J. Chase,WR,CIN
2025,alt,1241981499981438976,16,NicolasThomas,,N,1,2,2,B. Robinson,RB,ATL
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,1,3,3,S. Barkley,RB,PHI
2025,alt,1241981499981438976,16,dolanders,,N,1,4,4,J. Jefferson,WR,MIN
2025,alt,1241981499981438976,16,Aiden2435,,N,1,5,5,J. Gibbs,RB,DET
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,1,6,6,C. Lamb,WR,DAL
2025,alt,1241981499981438976,16,ryancann,,N,1,7,7,M. Nabers,WR,NYG
2025,alt,1241981499981438976,16,bradysc03,,N,1,8,8,D. Henry,RB,BAL
2025,alt,1241981499981438976,16,satvikh23,,N,1,9,9,A. St. Brown,WR,DET
2025,alt,1241981499981438976,16,Hudsonro,,N,1,10,10,P. Nacua,WR,LAR
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,1,11,11,C. McCaffrey,RB,SF
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,1,12,12,N. Collins,WR,HOU
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,2,1,13,J. Jacobs,RB,GB
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,2,2,14,A. Jeanty,RB,LV
2025,alt,1241981499981438976,16,Hudsonro,,N,2,3,15,J. Cook,RB,BUF
2025,alt,1241981499981438976,16,satvikh23,,N,2,4,16,D. Achane,RB,MIA
2025,alt,1241981499981438976,16,bradysc03,,N,2,5,17,D. London,WR,ATL
2025,alt,1241981499981438976,16,ryancann,,N,2,6,18,B. Irving,RB,TB
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,2,7,19,B. Thomas,WR,JAX
2025,alt,1241981499981438976,16,Aiden2435,,N,2,8,20,L. Jackson,QB,BAL
2025,alt,1241981499981438976,16,dolanders,,N,2,9,21,B. Bowers,TE,LV
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,2,10,22,J. Taylor,RB,IND
2025,alt,1241981499981438976,16,NicolasThomas,,N,2,11,23,C. Brown,RB,CIN
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,2,12,24,T. McBride,TE,ARI
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,3,1,25,J. Allen,QB,BUF
2025,alt,1241981499981438976,16,NicolasThomas,,N,3,2,26,A. Brown,WR,PHI
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,3,3,27,L. McConkey,WR,LAC
2025,alt,1241981499981438976,16,dolanders,,N,3,4,28,B. Hall,RB,NYJ
2025,alt,1241981499981438976,16,Aiden2435,,N,3,5,29,K. Williams,RB,LAR
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,3,6,30,O. Hampton,RB,LAC
2025,alt,1241981499981438976,16,ryancann,,N,3,7,31,J. Daniels,QB,WAS
2025,alt,1241981499981438976,16,bradysc03,,N,3,8,32,T. Higgins,WR,CIN
2025,alt,1241981499981438976,16,satvikh23,,N,3,9,33,G. Kittle,TE,SF
2025,alt,1241981499981438976,16,Hudsonro,,N,3,10,34,J. Smith-Njigba,WR,SEA
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,3,11,35,J. Hurts,QB,PHI
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,3,12,36,M. Evans,WR,TB
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,4,1,37,A. Kamara,RB,NO
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,4,2,38,T. Hill,WR,MIA
2025,alt,1241981499981438976,16,Hudsonro,,N,4,3,39,S. LaPorta,TE,DET
2025,alt,1241981499981438976,16,satvikh23,,N,4,4,40,J. Burrow,QB,CIN
2025,alt,1241981499981438976,16,bradysc03,,N,4,5,41,K. Walker,RB,SEA
2025,alt,1241981499981438976,16,ryancann,,N,4,6,42,G. Wilson,WR,NYJ
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,4,7,43,T. Henderson,RB,NE
2025,alt,1241981499981438976,16,Aiden2435,,N,4,8,44,M. Harrison,WR,ARI
2025,alt,1241981499981438976,16,dolanders,,N,4,9,45,T. McLaurin,WR,WAS
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,4,10,46,D. Metcalf,WR,PIT
2025,alt,1241981499981438976,16,NicolasThomas,,N,4,11,47,D. Adams,WR,LAR
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,4,12,48,C. Hubbard,RB,CAR
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,5,1,49,J. Conner,RB,ARI
2025,alt,1241981499981438976,16,NicolasThomas,,N,5,2,50,C. Sutton,WR,DEN
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,5,3,51,G. Pickens,WR,DAL
2025,alt,1241981499981438976,16,dolanders,,N,5,4,52,X. Worthy,WR,KC
2025,alt,1241981499981438976,16,Aiden2435,,N,5,5,53,D. Montgomery,RB,DET
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,5,6,54,D. Smith,WR,PHI
2025,alt,1241981499981438976,16,ryancann,,N,5,7,55,R. Harvey,RB,DEN
2025,alt,1241981499981438976,16,bradysc03,,N,5,8,56,T. Hockenson,TE,MIN
2025,alt,1241981499981438976,16,satvikh23,,N,5,9,57,D. Moore,WR,CHI
2025,alt,1241981499981438976,16,Hudsonro,,N,5,10,58,D. Swift,RB,CHI
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,5,11,59,T. McMillan,WR,CAR
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,5,12,60,B. Mayfield,QB,TB
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,6,1,61,C. Ridley,WR,TEN
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,6,2,62,Z. Flowers,WR,BAL
2025,alt,1241981499981438976,16,Hudsonro,,N,6,3,63,I. Pacheco,RB,KC
2025,alt,1241981499981438976,16,satvikh23,,N,6,4,64,T. Pollard,RB,TEN
2025,alt,1241981499981438976,16,bradysc03,,N,6,5,65,J. Williams,WR,DET
2025,alt,1241981499981438976,16,ryancann,,N,6,6,66,T. Hunter,WR,JAX
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,6,7,67,J. Waddle,WR,MIA
2025,alt,1241981499981438976,16,Aiden2435,,N,6,8,68,E. Engram,TE,DEN
2025,alt,1241981499981438976,16,dolanders,,N,6,9,69,C. Olave,WR,NO
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,6,10,70,B. Nix,QB,DEN
2025,alt,1241981499981438976,16,NicolasThomas,,N,6,11,71,K. Johnson,RB,PIT
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,6,12,72,E. Egbuka,WR,TB
2025,alt,1241981499981438976,16,AsaArnold,Asa,Y,7,1,73,M. Golden,WR,GB
2025,alt,1241981499981438976,16,NicolasThomas,,N,7,2,74,R. Pearsall,WR,SF
2025,alt,1241981499981438976,16,Sawftwars1,Jayden,Y,7,3,75,J. Jeudy,WR,CLE
2025,alt,1241981499981438976,16,dolanders,,N,7,4,76,C. Skattebo,RB,NYG
2025,alt,1241981499981438976,16,Aiden2435,,N,7,5,77,T. Kelce,TE,KC
2025,alt,1241981499981438976,16,nathanawright24,Nathan,Y,7,6,78,R. Odunze,WR,CHI
2025,alt,1241981499981438976,16,ryancann,,N,7,7,79,A. Jones,RB,MIN
2025,alt,1241981499981438976,16,bradysc03,,N,7,8,80,J. Meyers,WR,LV
2025,alt,1241981499981438976,16,satvikh23,,N,7,9,81,T. Tracy,RB,NYG
2025,alt,1241981499981438976,16,Hudsonro,,N,7,10,82,D. Samuel,WR,WAS
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,7,11,83,M. Andrews,TE,BAL
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,7,12,84,D. Njoku,TE,CLE
2025,alt,1241981499981438976,16,AbubuNoDudu,,N,8,1,85,S. Diggs,WR,NE
2025,alt,1241981499981438976,16,cmmont13,Colin,Y,8,2,86,R. Rice,WR,KC
2025,alt,1241981499981438976,16,Hudsonro,,N,8,3,87,K. Murray,QB,ARI
2025,alt,1241981499981438976,16,satvikh23,,N,8,4,88,J. Warren,RB,PIT
2025,alt,1241981499981438976,16,bradysc03,,N,8,5,89,B. Robinson,RB,SF
2025,alt,1241981499981438976,16,ryancann,,N,8,6,90,T. Warren,TE,IND
